session_id,created_at,sent_from,sent_to,content_type,text
299893,2016-06-08 02:05:57,tutor,student,text,"['But ', 'yes', ', ', 'effectively ', 'we ', 'did ', 'exactly ', 'like ', 'what ', 'you ', 'said', '. ', 'We ', 'multiplied ', 'the ', '12 ', 'times ', '10 ', 'and ', 'then ', 'divided ', 'the ', 'result ', 'by ', '6', '. ', 'That ', 'gave ', 'us ', 'x ', '= ', '20', '.']"
299892,2016-06-08 02:06:13,student,tutor,text,"['Have ', 'time ', 'for ', 'last ', 'two', '?']"
299892,2016-06-08 02:06:19,tutor,student,text,"['Sure', '!']"
299893,2016-06-08 02:06:25,tutor,student,text,"['Does ', 'this ', 'example ', 'make ', 'complete ', 'sense ', 'to ', 'you ', 'now', '?']"
299893,2016-06-08 02:06:36,student,tutor,text,"['Yes', ', ', 'and ', 'for ', 'the ', 'second ', 'one ', 'is ', 'it ', 'the ', 'same', '?']"
299892,2016-06-08 02:06:41,student,tutor,image,['<url>']
299892,2016-06-08 02:06:53,student,tutor,text,"['Number ', '3 ', 'and ', '4']"
299892,2016-06-08 02:07:09,student,tutor,image,['<url>']
299893,2016-06-08 02:07:17,tutor,student,text,"['Do ', 'you ', 'mean ', 'the ', 'second ', 'problem ', 'of ', 'your ', 'worksheet', '?']"
299893,2016-06-08 02:07:23,student,tutor,text,['Yes']
299892,2016-06-08 02:07:51,tutor,student,text,"['Ok', ', ', 'give ', 'me ', 'a ', 'minute ', 'to ', 'review ', 'the ', 'problem', '!']"
299893,2016-06-08 02:07:51,tutor,student,text,"['Yes', ', ', 'it ', 'is ', 'the ', 'same', '. ', 'But ', 'we', ""'ll "", 'work ', 'on ', 'that ', 'in ', 'a ', 'while', '. ', 'For ', 'now', ', ', 'can ', 'you ', 'try ', 'solving ', 'your ', 'first ', 'problem ', 'and ', 'show ', 'me ', 'your ', 'work ', 'for ', 'it', '?']"
299893,2016-06-08 02:08:06,system alert,tutor,text,"['The ', 'student ', 'ended ', 'session', '.']"
299892,2016-06-08 02:08:23,student,tutor,text,"['No ', 'problem']"
299894,2016-06-08 02:09:15,system info,student,text,"['Do', ""n't "", 'worry', ', ', 'no ', 'minutes ', 'will ', 'be ', 'used ', 'while', '\n', 'Carina ', 'reviews ', 'your ', 'problem ', '😃']"
299894,2016-06-08 02:09:21,tutor,student,text,"['Hi ', 'there ', 'Domingo', '! ', 'Welcome ', 'to ', 'Yup', '!']"
299894,2016-06-08 02:09:24,tutor,student,text,"['How ', 'may ', 'I ', 'help ', 'you ', 'today', '?']"
299894,2016-06-08 02:09:24,student,tutor,image,['<url>']
299894,2016-06-08 02:09:25,system info,student,text,"['Session ', 'started']"
299894,2016-06-08 02:09:29,tutor,student,text,"['Thanks ', 'for ', 'uploading ', 'an ', 'image', '!']"
299894,2016-06-08 02:09:35,tutor,student,text,"['Please ', 'give ', 'me ', 'a ', 'moment ', 'to ', 'go ', 'over ', 'it', '!']"
299894,2016-06-08 02:09:52,tutor,student,text,"['Just ', 'to ', 'clarify', ', ', 'are ', 'you ', 'trying ', 'to ', 'balance ', 'this ', 'equation', '?']"
299894,2016-06-08 02:09:53,student,tutor,text,"['Okz ', 'no ', 'problem']"
299894,2016-06-08 02:10:05,student,tutor,text,"['Yes ', 'that ', 'what ', 'I', ""'m "", 'trying ', 'to ', 'do']"
299894,2016-06-08 02:10:26,tutor,student,text,"['Great', '! ', 'Can ', 'you ', 'tell ', 'me ', 'how ', 'far ', 'you ', 'have ', 'gotten ', 'on ', 'this ', 'problem', '?']"
299892,2016-06-08 02:10:44,tutor,student,text,"['They', ""'re "", 'both ', 'right', '! ', 'Great ', 'job', '!']"
299892,2016-06-08 02:10:50,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299894,2016-06-08 02:10:52,student,tutor,text,"['I ', 'do', ""n't "", 'know ', 'anything ', 'about ', 'how ', 'to ', 'balance ', 'equation']"
299894,2016-06-08 02:11:22,tutor,student,text,"['Okay', ', ', 'that', ""'s "", 'fine', '! ', 'In ', 'this ', 'session ', 'I', ""'m "", 'going ', 'to ', 'try ', 'and ', 'help ', 'you ', 'figure ', 'out ', 'how ', 'to ', 'balance ', 'chemical ', 'equations', '! ', 'Hopefully ', 'by ', 'the ', 'end ', 'you ', 'will ', 'have ', 'a ', 'better ', 'idea ', 'of ', 'how ', 'to ', 'approach ', 'these ', 'questions', '.']"
299892,2016-06-08 02:11:26,student,tutor,text,"['Mind ', 'checking ', '#', '2']"
299894,2016-06-08 02:11:32,tutor,student,text,"['Please ', 'try ', 'and ', 'participate ', 'so ', 'that ', 'we ', 'can ', 'get ', 'through ', 'this ', 'problem ', 'together', '!']"
299894,2016-06-08 02:11:36,tutor,student,text,"['Okay', ', ', 'shall ', 'we ', 'begin', '?']"
299892,2016-06-08 02:11:39,tutor,student,text,"['No ', 'problem', '!']"
299892,2016-06-08 02:11:43,student,tutor,image,['<url>']
299894,2016-06-08 02:11:44,student,tutor,text,['Yes']
299894,2016-06-08 02:12:03,tutor,student,text,"['First ', 'of ', 'all ', '- ', 'we ', 'know ', 'that ', 'to ', 'balance ', 'an ', 'equation', ', ', 'we ', 'need ', 'the ', 'same ', 'number ', 'of ', 'each ', 'substance ', 'on ', 'each ', 'side ', 'of ', 'the ', 'equation', '.']"
299894,2016-06-08 02:12:09,tutor,student,text,"['In ', 'this ', 'equation', ', ', 'we ', 'do', ""n't "", 'have ', 'that', '.']"
299894,2016-06-08 02:12:20,tutor,student,text,"['Normally', ', ', 'a ', 'good ', 'rule ', 'is ', 'to ', 'balance ', 'the ', 'oxygens ', 'and ', 'hydrogens ', 'last', '.']"
299894,2016-06-08 02:12:26,tutor,student,text,"['Which ', 'compound ', 'do ', 'you ', 'want ', 'to ', 'try ', 'and ', 'balance ', 'first', '?']"
299892,2016-06-08 02:12:44,tutor,student,text,"['Ok', ', ', 'give ', 'me ', 'a ', 'minute ', 'to ', 'review ', 'the ', 'problem', '!']"
299894,2016-06-08 02:12:50,student,tutor,text,['Fe']
299894,2016-06-08 02:12:57,tutor,student,text,"['Okay', ', ', 'great', '!']"
299894,2016-06-08 02:13:06,tutor,student,text,"['How ', 'many ', 'Fe ', 'are ', 'on ', 'the ', 'left', ', ', 'and ', 'how ', 'many ', 'are ', 'on ', 'the ', 'right', '?']"
299892,2016-06-08 02:13:07,student,tutor,text,"['No ', 'problem']"
299892,2016-06-08 02:13:14,tutor,student,text,"['They', ""'re "", 'both ', 'right', '! ', 'Great ', 'job', '!']"
299892,2016-06-08 02:13:22,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'other ', 'questions', '?']"
299894,2016-06-08 02:13:36,student,tutor,text,"['There ', 'are ', 'one ', 'Fe ', 'in ', 'the ', 'left ', 'and ', 'one ', 'in ', 'the ', 'right']"
299892,2016-06-08 02:13:41,student,tutor,text,"['That', ""'s "", 'all ', 'of ', 'them', ', ', 'thank ', 'you ', 'so ', 'much ']"
299892,2016-06-08 02:13:44,tutor,student,text,"['Thank ', 'you ', 'for ', 'choosing ', 'Yup', '! ', 'Have ', 'a ', 'good ', 'one', '!']"
299894,2016-06-08 02:13:51,tutor,student,text,"['You', ""'re "", 'close', ', ', 'but ', 'that', ""'s "", 'not ', 'quite ', 'right', '!']"
299894,2016-06-08 02:13:55,tutor,student,text,"['Can ', 'you ', 'take ', 'a ', 'look ', 'at ', 'the ', 'Fe ', 'on ', 'the ', 'left', '?']"
299894,2016-06-08 02:14:01,tutor,student,text,"['What ', 'is ', 'the ', 'subscript ', 'on ', 'it', '?']"
299894,2016-06-08 02:14:06,student,tutor,text,['2']
299894,2016-06-08 02:14:16,tutor,student,text,"['Yup', '! ', 'That ', '2 ', 'means ', 'that ', 'there ', 'are ', 'going ', 'to ', 'be ', '2 ', 'Fe', ""'s"", '.']"
299894,2016-06-08 02:14:18,tutor,student,text,"['Does ', 'that ', 'make ', 'sense', '?']"
299894,2016-06-08 02:14:26,student,tutor,text,"['Yeah ', 'yeah']"
299894,2016-06-08 02:14:31,tutor,student,text,"['Awesome', '!']"
299894,2016-06-08 02:14:37,tutor,student,text,"['So ', 'now ', 'we ', 'know ', 'we ', 'have ', '2 ', 'Fe ', 'on ', 'the ', 'left', ', ', 'and ', '1 ', 'on ', 'the ', 'right', '.']"
299894,2016-06-08 02:14:41,tutor,student,text,"['How ', 'do ', 'you ', 'think ', 'we ', 'can ', 'even ', 'that ', 'out', '?']"
299894,2016-06-08 02:14:50,student,tutor,text,['Yeah']
299894,2016-06-08 02:15:01,tutor,student,text,"['What ', 'do ', 'you ', 'think ', 'we ', 'can ', 'do ', 'to ', 'make ', 'them ', 'even', '?']"
299894,2016-06-08 02:15:18,tutor,student,text,"['Hint', ': ', 'we ', 'are ', 'going ', 'to ', 'multiply ', 'something', '!']"
299892,2016-06-08 02:15:23,tutor,student,text,"['I', ""'ll "", 'end ', 'the ', 'session ', 'now', '! ', 'Good ', 'luck', '!']"
299894,2016-06-08 02:15:37,student,tutor,text,"['We ', 'could ', 'add ', 'a ', '2 ', 'in ', 'front ', 'of ', 'the ', 'Fe ', 'in ', 'the ', 'right']"
299894,2016-06-08 02:15:52,tutor,student,text,"['That', ""'s "", 'correct', '! ', 'Great ', 'work', '!']"
299894,2016-06-08 02:16:15,tutor,student,text,"['Next', ', ', 'we ', 'move ', 'on ', 'to ', 'balancing ', 'the ', 'carbons', ', ', 'since ', 'we ', 'are ', 'leaving ', 'oxygen ', 'for ', 'last', '.']"
299894,2016-06-08 02:16:21,tutor,student,text,"['How ', 'many ', 'carbons ', 'are ', 'on ', 'each ', 'side', '?']"
299894,2016-06-08 02:16:42,student,tutor,text,"['There ', 'is ', 'just ', '1 ', 'in ', 'each ', 'side']"
299894,2016-06-08 02:16:50,tutor,student,text,"['Great', '! ', 'So ', 'do ', 'we ', 'need ', 'to ', 'do ', 'anything', '?']"
299894,2016-06-08 02:17:01,student,tutor,text,"['No ', 'because ', 'is ', 'even']"
299894,2016-06-08 02:17:18,tutor,student,text,"['Great', '!']"
299894,2016-06-08 02:17:24,tutor,student,text,"['Now', ', ', 'finally', ', ', 'let', ""'s "", 'work ', 'on ', 'the ', 'oxygens', '.']"
299894,2016-06-08 02:17:31,tutor,student,text,"['How ', 'many ', 'oxygens ', 'are ', 'on ', 'each ', 'side', '?']"
299894,2016-06-08 02:17:55,student,tutor,text,"['In ', 'the ', 'left ', 'there ', 'is ', '4 ', 'O ', 'and ', 'in ', 'the ', 'right ', 'there ', 'just ', '2 ', 'O']"
299894,2016-06-08 02:18:07,tutor,student,text,"['Great', '! ', 'So ', 'how ', 'do ', 'you ', 'think ', 'we ', 'can ', 'balance ', 'those', '?']"
299894,2016-06-08 02:18:37,student,tutor,text,"['We ', 'could ', 'put ', '2 ', 'in ', 'front ', 'of ', 'the ', 'in ', 'the ', 'right']"
299894,2016-06-08 02:18:47,tutor,student,text,"['Good ', 'thinking', '! ', 'Why ', 'do', ""n't "", 'we ', 'try ', 'that', '!']"
299894,2016-06-08 02:19:09,tutor,student,text,"['Now', ', ', 'our ', 'O', ""'s "", 'are ', 'balanced', '.. ', 'but ', 'something ', 'else ', 'is ', 'off', '!']"
299894,2016-06-08 02:19:15,tutor,student,text,"['What', ""'s "", ' ', 'unbalanced ', 'now', '?']"
299894,2016-06-08 02:19:22,student,tutor,text,"['The ', 'carbons']"
299894,2016-06-08 02:19:32,tutor,student,text,"['That', ""'s "", 'right', '! ', 'How ', 'many ', 'do ', 'we ', 'have ', 'on ', 'each ', 'side', '?']"
299894,2016-06-08 02:19:54,student,tutor,text,"['On ', 'the ', 'left ', 'there ', 'is ', 'just ', '1 ', 'and ', 'in ', 'the ', 'right ', '2']"
299894,2016-06-08 02:20:37,tutor,student,text,"['So ', 'we ', 'want ', 'to ', 'make ', 'sure ', 'that ', 'there ', 'are ', 'an ', 'even ', 'number', '.. ', 'without ', 'changing ', 'the ', 'balance ', 'of ', 'the ', 'oxygens', '.']"
299894,2016-06-08 02:20:46,tutor,student,text,"['This ', 'is ', 'the ', 'tricky ', 'part', '!']"
299894,2016-06-08 02:21:02,tutor,student,text,"['Do ', 'you ', 'have ', 'any ', 'idea ', 'of ', 'how ', 'we ', 'could ', 'possibly ', 'balance ', 'this', '?']"
299894,2016-06-08 02:21:13,student,tutor,text,['No']
299894,2016-06-08 02:21:23,tutor,student,text,"['Okay', ', ', 'that', ""'s "", 'fine', '! ', 'Let', ""'s "", 'go ', 'through ', 'it ', 'slowly', '.']"
299894,2016-06-08 02:21:33,tutor,student,text,"['Do ', 'you ', 'see ', 'how ', 'on ', 'the ', 'left', ', ', 'the ', 'O', ""'s "", 'are ', 'spread ', 'throughout ', 'two ', 'molecules', '?']"
299894,2016-06-08 02:21:44,student,tutor,text,['Yes']
299894,2016-06-08 02:21:50,tutor,student,text,"['On ', 'the ', 'right', ', ', 'they ', 'are ', 'only ', 'in ', 'one', '.']"
299894,2016-06-08 02:22:06,tutor,student,text,"['Since ', 'the ', 'O', ""'s "", 'on ', 'the ', 'right ', 'have ', 'a ', 'subscript ', '2', ', ', 'that ', 'means ', 'that ', 'they ', 'can ', 'only ', 'occur ', 'in ', 'multiples ', 'of ', '2', '.']"
299894,2016-06-08 02:22:09,tutor,student,text,"['Do ', 'you ', 'agree', '?']"
299894,2016-06-08 02:22:25,student,tutor,text,['Yes']
299894,2016-06-08 02:22:30,tutor,student,text,"['Fantastic', '!']"
299894,2016-06-08 02:22:42,tutor,student,text,"['So ', 'this ', 'means ', 'that ', 'the ', 'total ', 'number ', 'of ', 'O', ""'s "", 'on ', 'each ', 'side ', 'has ', 'to ', 'be ', 'what ', 'kind ', 'of ', 'number', '?']"
299894,2016-06-08 02:22:43,tutor,student,text,"['Even ', 'or ', 'odd', '?']"
299894,2016-06-08 02:23:06,student,tutor,text,"['Odd', '?']"
299894,2016-06-08 02:23:14,tutor,student,text,"['Hmm', ', ', 'not ', 'quite', '! ']"
299894,2016-06-08 02:23:16,tutor,student,text,"['Let', ""'s "", 'try ', 'that ', 'again', '.']"
299894,2016-06-08 02:23:23,tutor,student,text,"['Do ', 'you ', 'see ', 'how ', 'the ', 'O', ""'s "", 'occur ', 'in ', 'multiples ', 'of ', '2', '?']"
299894,2016-06-08 02:23:44,tutor,student,text,"['We ', 'can ', 'only ', 'have ', 'O ', 'in ', 'multiples ', 'of ', '2 ', 'on ', 'the ', 'right ', 'side']"
299894,2016-06-08 02:23:56,tutor,student,text,"['That ', 'means ', 'that ', 'we ', 'can ', 'only ', 'have ', 'O ', 'in ', 'multiples ', 'of ', '2 ', 'on ', 'our ', 'left ', 'side ', 'as ', 'well', ', ', 'because ', 'they ', 'have ', 'to ', 'be ', 'the ', 'same', '. ']"
299894,2016-06-08 02:23:58,tutor,student,text,"['What ', 'kind ', 'of ', 'number ', 'occurs ', 'in ', 'multiples ', 'of ', '2', '?']"
299894,2016-06-08 02:24:19,student,tutor,text,"['1', '?']"
299894,2016-06-08 02:24:26,tutor,student,text,"['Not ', 'quite', '!']"
299894,2016-06-08 02:24:32,tutor,student,text,"['Remember', ', ', 'I', ""'m "", 'looking ', 'for ', 'odd ', 'or ', 'even ', 'here', '!']"
299894,2016-06-08 02:24:41,tutor,student,text,"['2', ', ', '4', ', ', '6', ', ', '8', '.. ', 'Are ', 'these ', 'odd ', 'or ', 'even ', 'numbers', '?']"
299894,2016-06-08 02:25:02,student,tutor,text,['Even']
299894,2016-06-08 02:25:06,tutor,student,text,"['Great', '!']"
299894,2016-06-08 02:25:13,tutor,student,text,"['So ', 'does ', 'that ', 'make ', 'sense', '? ', 'We ', 'need ', 'an ', 'even ', 'number ', 'of ', 'O', ""'s "", 'on ', 'both ', 'sides', '.']"
299894,2016-06-08 02:25:28,tutor,student,text,"['Are ', 'you ', 'following ', 'me ', 'so ', 'far', '?']"
299894,2016-06-08 02:25:48,tutor,student,text,"['It', ""'s "", 'okay ', 'if ', 'you ', 'are', ""n't"", '! ', 'I', ""'m "", 'happy ', 'to ', 'explain ', 'it ', 'in ', 'a ', 'simpler ', 'way ', ':)']"
299894,2016-06-08 02:25:58,student,tutor,text,"['So ', 'so']"
299894,2016-06-08 02:26:05,tutor,student,text,"['Okay', ', ', 'let ', 'me ', 'try ', 'again', '. ']"
299894,2016-06-08 02:26:14,tutor,student,text,"['See ', 'how ', 'there', ""'s "", 'a ', '2 ', 'after ', 'the ', 'O ', 'on ', 'the ', 'right ', 'side', '?']"
299894,2016-06-08 02:26:22,tutor,student,text,"['That ', 'means ', 'that ', 'O', ""'s "", 'on ', 'the ', 'right ', 'side ', 'come ', 'in ', '""', 'packets', '"" ', 'of ', '2', '.']"
299894,2016-06-08 02:26:42,tutor,student,text,"['So ', 'imagine ', 'a ', 'pack ', 'of ', 'gum ', 'that ', 'has ', '2 ', 'pieces ', 'of ', 'gum ', 'in ', 'it', '.']"
299894,2016-06-08 02:27:00,tutor,student,text,"['You ', 'can ', 'keep ', 'adding ', 'packs ', 'of ', 'gum', ', ', 'but ', 'since ', 'each ', 'gum ', 'pack ', 'has ', '2 ', 'pieces', ', ', 'you ', 'always ', 'are ', 'going ', 'to ', 'have ', 'an ', 'even ', 'number ', 'of ', 'pieces ', 'of ', 'gum', '.']"
299894,2016-06-08 02:27:02,tutor,student,text,"['Does ', 'that ', 'make ', 'sense', '?']"
299894,2016-06-08 02:27:19,student,tutor,text,['Yes']
299894,2016-06-08 02:27:22,tutor,student,text,"['Great', '!']"
299894,2016-06-08 02:27:41,tutor,student,text,"['And ', 'because ', 'we ', 'are ', 'trying ', 'to ', 'balance ', 'the ', 'chemical ', 'equation', ', ', 'we ', 'know ', 'that ', 'the ', 'left ', 'side ', 'has ', 'to ', 'have ', 'an ', 'even ', 'number ', 'of ', ""'"", 'pieces ', 'of ', 'gum', ""' "", 'as ', 'well', '!']"
299894,2016-06-08 02:27:47,tutor,student,text,"['Does ', 'that ', 'part ', 'make ', 'sense', '?']"
299894,2016-06-08 02:28:18,student,tutor,text,"['Not ', 'quite']"
299894,2016-06-08 02:28:26,tutor,student,text,"['No ', 'worries', '! ', 'Let ', 'me ', 'try ', 'to ', 'explain ', 'it ', 'again', '.']"
299894,2016-06-08 02:28:36,tutor,student,text,"['When ', 'we ', 'balance ', 'an ', 'equation', ', ', 'we ', 'want ', 'both ', 'sides ', 'to ', 'have ', 'equal ', 'pieces ', 'of ', ""'"", 'gum', ""'"", '.']"
299894,2016-06-08 02:28:53,tutor,student,text,"['We ', 'are ', 'trying ', 'to ', 'make ', 'sure ', 'that ', 'the ', 'packs ', 'on ', 'both ', 'sides ', 'ultimately ', 'have ', 'the ', 'same ', 'amount ', 'of ', 'gum ', 'i', 'm ', 'them', '!']"
299894,2016-06-08 02:29:11,tutor,student,text,"['We ', 'know ', 'that ', 'the ', 'packs ', 'on ', 'the ', 'right ', 'side ', 'only ', 'come ', 'in ', 'packs ', 'of ', '2', '. ', 'The ', 'packs ', 'on ', 'the ', 'left ', 'side ', 'may ', 'come ', 'in ', 'other ', 'sizes', '.']"
299894,2016-06-08 02:29:36,tutor,student,text,"['But ', 'since ', 'the ', 'packs ', 'on ', 'the ', 'right ', 'side ', 'have ', 'an ', 'EVEN ', 'amount ', 'of ', 'gum ', '(', 'like ', 'we ', 'just ', 'said', ')', ', ', 'and ', 'we ', 'want ', 'the ', 'SAME ', 'amount ', 'of ', 'gum ', 'on ', 'the ', 'left']"
299894,2016-06-08 02:29:50,tutor,student,text,"['We ', 'can ', 'say ', 'that ', 'the ', 'left ', 'side ', 'also ', 'is ', 'going ', 'to ', 'have ', 'an ', 'EVEN ', 'amount ', 'of ', 'gum', '.']"
299894,2016-06-08 02:29:54,tutor,student,text,"['Is ', 'that ', 'a ', 'little ', 'bit ', 'clearer', '?']"
299894,2016-06-08 02:30:09,student,tutor,text,"['Now ', 'I', ""'m "", 'following']"
299894,2016-06-08 02:30:18,tutor,student,text,"['Great', '! ', 'I', ""'m "", 'happy ', 'to ', 'hear ', 'that', '!']"
299894,2016-06-08 02:30:28,tutor,student,text,"['Okay', ', ', 'so ', 'we ', 'know ', 'we ', 'want ', 'an ', 'even ', 'amount ', 'of ', 'gum ', 'on ', 'the ', 'left', '.']"
299894,2016-06-08 02:30:39,tutor,student,text,"['On ', 'the ', 'left ', 'though', ', ', 'gum ', 'occurs ', 'only ', 'in ', 'packets ', 'of ', '3 ', 'and ', 'in ', 'packets ', 'of ', '1', '.']"
299894,2016-06-08 02:31:07,tutor,student,text,"['When ', 'we ', 'made ', 'both ', 'sides ', 'equal ', 'to ', '4 ', 'pieces ', 'of ', 'gum ', 'earlier ', '(', 'by ', 'multiplying ', 'the ', 'CO2 ', 'by ', '2', ')', ', ', 'it ', 'did', ""n't "", 'work', ', ', 'because ', 'the ', 'C', ""'s "", 'were ', 'unbalanced', '.']"
299894,2016-06-08 02:31:12,tutor,student,text,"['Is ', 'that ', 'right', '?']"
299894,2016-06-08 02:31:27,student,tutor,text,['Yes']
299894,2016-06-08 02:31:42,tutor,student,text,"['Awesome', '! ', 'So ', 'what', ""'s "", 'the ', 'next ', 'even ', 'number', ', ', 'not ', '4', ', ', 'that ', 'we ', 'can ', 'try', '?']"
299894,2016-06-08 02:31:53,student,tutor,text,['2']
299894,2016-06-08 02:32:12,tutor,student,text,"['Hmm', ', ', 'not ', 'quite', '! ', 'Because ', 'remember', ', ', 'the ', 'left ', 'side ', 'already ', 'has ', '4 ', 'pieces', '.. ', 'and ', 'you ', 'ca', ""n't "", 'get ', 'rid ', 'of ', 'them', '! ', 'You ', 'can ', 'only ', 'multiply', '.']"
299894,2016-06-08 02:32:32,tutor,student,text,"['So ', 'let', ""'s "", 'try ', 'to ', 'increase ', 'the ', 'number', '!']"
299894,2016-06-08 02:32:54,tutor,student,text,"['Does ', 'that ', 'make ', 'sense', '?']"
299894,2016-06-08 02:33:05,student,tutor,text,['6']
299894,2016-06-08 02:33:12,tutor,student,text,"['Yup', '! ', 'Okay', ', ', 'let', ""'s "", 'try ', '6', '!']"
299894,2016-06-08 02:33:28,tutor,student,text,"['Gum ', 'is ', 'in ', 'packets ', 'of ', '2 ', 'on ', 'the ', 'right', ', ', 'so ', 'how ', 'can ', 'we ', 'get ', '6', '? ', 'What ', 'do ', 'we ', 'multiply ', 'by', '?']"
299894,2016-06-08 02:34:09,student,tutor,text,['3']
299894,2016-06-08 02:34:15,tutor,student,text,"['Wonderful', '!']"
299894,2016-06-08 02:34:44,tutor,student,text,"['Putting ', 'this ', 'into ', 'the ', 'context ', 'of ', 'our ', 'equation', ', ', 'and ', 'multiplying ', 'the ', 'CO2 ', 'by ', '3 ', 'instead', ', ', 'what ', 'is ', 'the ', 'difference ', 'in ', 'carbons ', 'now', '?']"
299894,2016-06-08 02:35:20,student,tutor,text,"['That ', 'in ', 'the ', 'right ', 'we ', 'got ', '3 ', 'C']"
299894,2016-06-08 02:35:30,tutor,student,text,"['Yup', '! ', 'What ', 'about ', 'the ', 'left', '?']"
299894,2016-06-08 02:35:30,system warn,student,text,"['Your ', 'free ', 'trial ', 'has ', '5 ', 'mins ', 'left', '. ', 'After ', 'that ', 'switching ', 'to ', '23¢/min']"
299894,2016-06-08 02:35:56,student,tutor,text,['1']
299894,2016-06-08 02:36:02,tutor,student,text,"['Great', '! ', 'So ', 'how ', 'can ', 'we ', 'make ', 'those ', 'even', '?']"
299894,2016-06-08 02:36:17,student,tutor,text,"['Put ', '6 ', 'in ', 'the ', 'carbon ', 'in ', 'the ', 'left']"
299894,2016-06-08 02:36:28,tutor,student,text,"['Not ', 'quite', '! ', 'Where ', 'did ', 'you ', 'get ', '6 ', 'from', '?']"
299894,2016-06-08 02:36:33,tutor,student,text,"['Remember ', 'we ', 'have ', '3C ', 'on ', 'the ', 'right']"
299894,2016-06-08 02:36:54,student,tutor,text,"['By ', '3']"
299894,2016-06-08 02:37:00,tutor,student,text,"['Great', '!']"
299894,2016-06-08 02:37:05,tutor,student,text,"['Let', ""'s "", 'do ', 'that', '!']"
299894,2016-06-08 02:37:13,tutor,student,text,"['Now', ', ', 'let', ""'s "", 'see', '.. ', 'Is ', 'everything ', 'balanced', '?']"
299894,2016-06-08 02:37:51,student,tutor,text,['Yeah']
299894,2016-06-08 02:38:03,tutor,student,text,"['Great', '! ', 'We ', 'did ', 'it', '!']"
299894,2016-06-08 02:38:07,tutor,student,text,"['Do ', 'you ', 'see ', 'how ', 'we ', 'figured ', 'that ', 'one ', 'out', '?']"
299894,2016-06-08 02:38:13,student,tutor,text,['Yes']
299894,2016-06-08 02:38:25,tutor,student,text,"['We ', 'had ', 'to ', 'think ', 'of ', 'the ', 'oxygens ', 'as ', ""'"", 'packs', ""'"", ', ', 'since ', 'they ', 'came ', 'multiplied ', 'in ', 'different ', 'amounts ', 'on ', 'both ', 'sides', '.']"
299894,2016-06-08 02:38:40,tutor,student,text,"['And ', 'we ', 'can ', 'make ', 'the ', 'number ', 'of ', 'packs ', 'different', ', ', 'but ', 'we ', 'always ', 'want ', 'the ', 'pieces ', 'of ', 'gum ', 'inside ', 'to ', 'equal ', 'the ', 'same ', 'amount', '.']"
299894,2016-06-08 02:38:44,tutor,student,text,"['Does ', 'that ', 'make ', 'sense', '?']"
299894,2016-06-08 02:38:53,student,tutor,text,['Yes']
299894,2016-06-08 02:39:01,tutor,student,text,"['Awesome', '! ', 'Do ', 'you ', 'want ', 'to ', 'do ', 'another ', 'one ', 'to ', 'practice', '?']"
299894,2016-06-08 02:39:10,student,tutor,text,['Yes']
299894,2016-06-08 02:39:21,tutor,student,text,"['Great', '! ', 'Do ', 'you ', 'have ', 'another ', 'one ', 'in ', 'mind', ', ', 'or ', 'should ', 'I ', 'make ', 'up ', 'one ', 'for ', 'you', '?']"
299894,2016-06-08 02:40:04,student,tutor,text,"['I ', 'have ', 'a ', 'test ', 'on ', 'my ', 'hand ', 'right ', 'now ', 'full ', 'of ', 'equation']"
299894,2016-06-08 02:40:27,tutor,student,text,"['Oh', ', ', 'is ', 'it ', 'a ', 'graded ', 'test', '?']"
299894,2016-06-08 02:40:50,student,tutor,text,"['Yes', ', ', 'the ', 'teacher ', 'allow ', 'me ', 'to ', 'take ', 'it ', 'home ']"
299894,2016-06-08 02:41:18,tutor,student,text,"['And ', 'you ', 'are ', 'allowed ', 'to ', 'use ', 'outside ', 'resources ', 'and ', 'get ', 'help ', 'to ', 'complete ', 'this ', 'assignment', '?']"
299894,2016-06-08 02:41:27,student,tutor,text,['Yes']
299894,2016-06-08 02:41:58,tutor,student,text,"['Okay ', 'then', '! ', 'So ', 'it ', 'is ', 'like ', 'a ', 'homework ', 'assignment', '.']"
299894,2016-06-08 02:42:08,student,tutor,text,['Exactly']
299894,2016-06-08 02:42:17,tutor,student,text,"['Perfect', '.']"
299894,2016-06-08 02:42:25,tutor,student,text,"['Okay', ', ', 'shall ', 'we ', 'move ', 'onto ', 'the ', 'next ', 'question ', 'then', '?']"
299894,2016-06-08 02:42:44,student,tutor,text,['Yes']
299894,2016-06-08 02:42:54,tutor,student,text,"['Great', '! ', 'Let', ""'s "", 'try ', '36', '.']"
299894,2016-06-08 02:43:06,tutor,student,text,"['How ', 'do ', 'you ', 'think ', 'we ', 'should ', 'approach ', 'this ', 'problem', '?']"
299894,2016-06-08 02:43:28,student,tutor,text,"['I ', 'mean ', 'we ', 'could ', 'left ', 'O ', 'for ', 'last']"
299894,2016-06-08 02:44:01,tutor,student,text,"['Good ', 'job', '!']"
299894,2016-06-08 02:44:05,tutor,student,text,"['So ', 'what ', 'should ', 'we ', 'balance ', 'first', '?']"
299894,2016-06-08 02:44:10,student,tutor,text,['P']
299894,2016-06-08 02:44:17,tutor,student,text,"['Awesome', '! ', 'And ', 'how ', 'will ', 'we ', 'balance ', 'that', '?']"
